Manufacturer,Model,Price,Transmission,Power,EngineCC,Fuel,Male,Female,Total
Fiat,Tipo,23.585,5.8125,80.8125,1446.125,diesel,"40,134","19,984","62,046"
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,petrol,"42,326","11,244","57,043"
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,petrol,"41,948","11,829","56,352"
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,"28,124","22,573","52,181"
Renault,11,11.63114286,4.428571429,47.14285714,1477,petrol,"33,017","17,841","52,179"
Jaguar,XJ,137.5695455,8,223.5454545,2813,petrol,"41,842","5,522","48,988"
Ford,Capri,11.7129,4,69,1864.8,petrol,"38,743","7,679","47,042"
Skoda,Favorit,7.863333333,5,44,1289,petrol,"32,623","13,006","46,677"
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,petrol,"32,274","11,037","44,687"
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,petrol,"35,677","6,149","43,715"
Saab,9000,41.616,4.6,125.36,2336.52,petrol,"33,354","5,487","41,169"
Renault,Laguna,34.02059211,5.552631579,99,1920.026316,diesel,"31,864","6,360","39,564"
Audi,100,37.32636,4.76,101.12,2349.08,petrol,"31,263","5,685","38,313"
Renault,25,22.35277778,4.222222222,80.92592593,1977.259259,petrol,"31,369","5,919","38,173"
Triumph,Acclaim,6.050333333,4.333333333,52,1335,petrol,"24,732","11,871","37,378"
Rover,Mini,7.92,4,33.33333333,868.3333333,petrol,"13,313","22,247","36,772"
Lada,Samara,10.9158,5,49.8,1372.4,petrol,"26,637","8,180","35,362"
Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,petrol,"23,258","8,981","33,237"
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310,petrol,"17,513","14,187","32,859"
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"26,288","4,554","31,594"
Volvo,940,30.236875,4.5,110,2316,petrol,"24,679","5,013","31,466"
Fiat,Cinquecento,7.712,5,29,899,petrol,"11,890","18,226","31,352"
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,petrol,"22,996","5,163","29,495"
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,petrol,"21,148","7,136","29,222"
Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,petrol,"17,452","8,633","27,182"
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,"19,807","4,871","26,136"
Hyundai,Pony,10.32442857,4.142857143,54.35714286,1463.857143,petrol,"15,195","9,310","25,097"
Renault,Espace,59,7,166,1798,petrol,"18,135","5,371","24,949"
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,petrol,"18,252","5,252","24,583"
Datsun,Sunny,11.81928571,4.619047619,56.85714286,1520.952381,petrol,"16,332","7,437","24,322"
Toyota,MR2,34.19,6,103,1794,petrol,"14,850","8,140","23,979"
Renault,9,11.49625,4.75,50.25,1507.5,petrol,"15,112","7,579","23,226"
Peugeot,305,12.61125,4.5,56.25,1607.25,petrol,"17,166","5,227","23,035"
Honda,Concerto,16.67175,4.5,74,1541.5,petrol,"15,684","6,177","22,934"
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,petrol,"18,064","3,500","22,344"
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,"10,687","9,972","21,473"
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,petrol,"16,919","3,011","21,430"
BMW,740i,115.533,8,250,2998,petrol,"17,800","2,351","20,817"
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"16,285","3,271","20,348"
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475,petrol,"11,685","8,015","20,294"
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,"9,605","9,571","19,771"
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,"15,102","2,726","18,887"
Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,petrol,"15,241","3,111","18,886"
Peugeot,505,20.65665217,4.956521739,67,2234.26087,petrol,"13,868","3,745","18,574"
Toyota,Starlet,11.389,4.142857143,53,1308.285714,petrol,"7,785","9,613","17,968"
Nissan,Prairie,21.407,4.5,72,1974,petrol,"12,323","4,836","17,773"
Skoda,Felicia,11.370625,5,48,1518,petrol,"11,898","4,528","16,932"
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,petrol,"10,371","5,748","16,848"
Opel,Manta,11.9845625,4,69,1762.75,petrol,"13,289","3,037","16,595"
Fiat,Tempra,17.91985714,4.19047619,64.47619048,1759.190476,petrol,"12,871","3,206","16,495"
Hyundai,Lantra,16.4455,4.666666667,78,1741,petrol,"12,527","3,283","16,180"
Skoda,120,3.3322,4.6,15.6,469.6,petrol,"10,763","4,801","15,839"
Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498,petrol,"10,178","4,462","15,417"
Datsun,Cherry,8.400222222,4.333333333,44.55555556,1350,petrol,"8,883","5,846","15,115"
Kia,Pride,9.358333333,4.333333333,47,1324,petrol,"7,205","7,366","15,040"
Renault,18,12.84981818,4.636363636,57.36363636,1849.545455,petrol,"11,445","3,240","15,010"
Citroen,XM,36.35965,4.55,110.5,2345.1,petrol,"12,679","1,732","14,978"
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"8,914","4,168","13,943"
Hyundai,Accent,14.293,4.6,75.4,1479,petrol,"8,641","4,739","13,774"
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,petrol,"10,872","2,149","13,478"
Suzuki,SJ,8.4656,4.6,41.4,1182.4,petrol,"7,482","5,353","13,181"
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,petrol,"8,418","4,261","13,116"
Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,petrol,"6,759","5,064","12,523"
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,"5,798","4,752","11,422"
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,petrol,"8,678","1,660","11,040"
Fiat,Regata,12.73581818,4.636363636,54,1559.181818,petrol,"8,133","2,661","11,029"
Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,petrol,"9,638","1,062","11,007"
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,petrol,"7,487","2,532","10,993"
Subaru,Justy,11.745,5,51,998,petrol,"4,827","5,394","10,976"
Toyota,Previa,43.08,4.666666667,105,2239.666667,petrol,"7,481","2,667","10,817"
Audi,90,28.379,4.6,91.6,2181.2,petrol,"8,437","1,713","10,486"
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,petrol,"6,963","2,978","10,257"
Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,petrol,"7,912","1,769","9,941"
Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,"6,521","2,848","9,720"
Ford,Probe,24.84,5,102,2244,petrol,"7,074","2,108","9,482"
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,petrol,"4,143","4,777","9,293"
Ford,Maverick,29.151,5,89,2526.5,petrol,"6,570","2,054","8,942"
Toyota,Supra,81.295,8,250,2998,petrol,"7,300","1,311","8,840"
Porsche,944,59.4905,5,137.5,2734.5,petrol,"6,949","1,509","8,780"
Opel,Kadett,13.31085714,4.089285714,53.33928571,1518.678571,petrol,"5,597","2,893","8,676"
Seat,Marbella,6.494,5,30,903,petrol,"3,288","5,159","8,676"
Datsun,Stanza,9.58,4.5,61.66666667,1668.333333,petrol,"6,114","2,199","8,513"
Hyundai,Stellar,11.263,4.5,55,1597,petrol,"6,794","1,420","8,357"
Alfa-Romeo,33,13.818,5,66,1351,petrol,"6,181","1,822","8,297"
Toyota,Tercel,9.999666667,4.333333333,49.33333333,1347.666667,petrol,"5,213","2,772","8,241"
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,petrol,"6,242","1,539","8,190"
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,petrol,"6,813",981,"8,147"
Fiat,126,3.781,4,18,652,petrol,"3,128","4,817","8,144"
Skoda,130,6.895,5,46,1289,petrol,"5,350","2,211","7,714"
Mazda,121,13.191,5,51.33333333,1431.333333,petrol,"2,981","4,254","7,557"
Nissan,Serena,22.95383333,5,67.33333333,1908.166667,petrol,"4,906","2,096","7,336"
Ford,Galaxy,53.78571429,6,124.8571429,1855,diesel,"5,007","1,804","7,277"
Volkswagen,Corrado,35.34,5,118,1781,petrol,"5,317","1,387","7,099"
Morris,Ital,8.118,4,51.5,1487.5,petrol,"5,385","1,412","6,901"
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,petrol,"5,888",673,"6,802"
Fiat,Croma,34.33029412,5.588235294,105,1962.058824,diesel,"5,534","1,120","6,794"
Nissan,Silvia,21.01833333,4.666666667,66,1206,petrol,"4,933","1,497","6,569"
Morris,Marina,5.758,4,43,1275,petrol,"4,835","1,445","6,379"
Fiat,Brava,17.22277778,4.888888889,70,1615.333333,petrol,"4,029","1,702","5,944"
Peugeot,605,35.25972727,4.727272727,104.6363636,2367.181818,petrol,"5,017",652,"5,888"
Fiat,Strada,14.275,5,70,1997,diesel,"3,683","1,979","5,807"
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,diesel,"4,313","1,280","5,785"
Mazda,MX-3,22.127,5,83,1721.5,petrol,"2,878","2,469","5,657"
Saab,99,11.34,4,74,1985,petrol,"4,223","1,065","5,513"
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,petrol,"4,408",658,"5,368"
Daewoo,Espero,16.80266667,4.5,71,1764,petrol,"4,120",716,"5,081"
Alfa-Romeo,164,38.39725,4.75,131,2652.375,petrol,"4,369",492,"5,069"
Subaru,Impreza,30.5976,1.8,97.6,1757.6,petrol,"3,223","1,346","5,012"
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,diesel,"3,830",736,"4,688"
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,petrol,"3,932",450,"4,595"
Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,petrol,"3,182","1,168","4,472"
Rover,2000,17.182,5,74,1994,petrol,"3,787",477,"4,342"
Lancia,Delta,29.043,5.851851852,105.0740741,1638.888889,petrol,"3,349",836,"4,300"
Honda,Legend,69.397,5,173,3358.666667,petrol,"3,511",550,"4,250"
Fiat,Bravo,22.455,6,92.30769231,1466.307692,petrol,"2,678","1,410","4,246"
Suzuki,Alto,9.5628,4.6,50,996,petrol,"1,473","2,590","4,184"
Audi,Cabriolet,43.9745,4.5,98,2309,petrol,"3,375",675,"4,147"
Lada,Niva,12.241,5,57,1568,petrol,"3,042",840,"3,979"
Skoda,105,4.626333333,4,34,1046,petrol,"2,518","1,340","3,927"
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116,petrol,"3,171",490,"3,755"
BMW,640i,114.8758333,8,235,2979,petrol,"2,918",440,"3,456"
Suzuki,Samurai,12.25,5,43,1325,petrol,"1,841","1,454","3,383"
Mazda,Xedos,28.9602,4.4,100.8,1936.6,petrol,"2,618",483,"3,250"
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,"2,616",372,"3,174"
Opel,Ascona,15.11811765,4.588235294,61.76470588,1603.117647,petrol,"2,462",610,"3,131"
Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,petrol,"2,000",951,"3,040"
Volkswagen,Santana,14.93453333,4.333333333,59.6,1655.066667,petrol,"2,332",547,"2,948"
Triumph,TR7,13.137,5,93.5,1998,petrol,"2,277",525,"2,898"
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,petrol,"2,060",634,"2,822"
Nissan,Laurel,18.6532,4.6,74.8,2652.8,diesel,"2,288",388,"2,729"
BMW,M3,135.1055,6.5,309,3999,petrol,"2,239",262,"2,586"
Kia,Mentor,14.76166667,4.666666667,75,1594,petrol,"1,901",602,"2,586"
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,"1,950",509,"2,542"
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,petrol,"2,059",280,"2,469"
Renault,Fuego,13.2218,4.6,70.2,1736.2,petrol,"1,834",576,"2,464"
Seat,Malaga,10.54685714,5,49.42857143,1418.428571,petrol,"1,611",722,"2,386"
Mercedes,SLS,264.675,7,420,6208,petrol,"1,642",505,"2,229"
Lancia,Thema,50.143,5.818181818,155.5454545,2799.272727,petrol,"1,903",261,"2,224"
